,loss,accuracy,val_loss,val_accuracy,learning_rate,optimizer,model_name
0,2.4599239826202393,0.48657187819480896,2.1740546226501465,0.5635592937469482,0.1,Adam,Adam_0.1.h5
1,1.9004777669906616,0.5571353435516357,2.0679032802581787,0.6610169410705566,0.1,Adam,Adam_0.1.h5
2,2.0167341232299805,0.5639810562133789,3.6005375385284424,0.4173728823661804,0.1,Adam,Adam_0.1.h5
3,1.9968836307525635,0.5813586115837097,2.2955899238586426,0.569915235042572,0.1,Adam,Adam_0.1.h5
4,1.7536169290542603,0.6197999119758606,3.59961199760437,0.45974576473236084,0.1,Adam,Adam_0.1.h5
5,2.1550791263580322,0.6171669363975525,3.7167325019836426,0.4936440587043762,0.1,Adam,Adam_0.1.h5
6,1.864714503288269,0.6324381232261658,0.708558201789856,0.7669491767883301,0.1,Adam,Adam_0.1.h5
7,1.372959017753601,0.6766719222068787,1.0762367248535156,0.7139830589294434,0.1,Adam,Adam_0.1.h5
8,1.5550391674041748,0.6666666865348816,1.0689654350280762,0.7012711763381958,0.1,Adam,Adam_0.1.h5
9,1.2903250455856323,0.6856240034103394,0.8882332444190979,0.7288135886192322,0.1,Adam,Adam_0.1.h5
10,1.2208291292190552,0.7082675099372864,0.8558666706085205,0.7648305296897888,0.1,Adam,Adam_0.1.h5
11,1.3573403358459473,0.6914165616035461,1.1623717546463013,0.7542372941970825,0.1,Adam,Adam_0.1.h5
12,1.3235353231430054,0.7061611413955688,1.3788484334945679,0.7139830589294434,0.1,Adam,Adam_0.1.h5
13,1.5246580839157104,0.6645603179931641,1.3431388139724731,0.6758474707603455,0.1,Adam,Adam_0.1.h5
14,1.5324795246124268,0.6566613912582397,0.7651758790016174,0.7627118825912476,0.1,Adam,Adam_0.1.h5
15,1.508912444114685,0.6456029415130615,0.9540463089942932,0.7711864113807678,0.1,Adam,Adam_0.1.h5
16,1.7175755500793457,0.641916811466217,1.182569980621338,0.7139830589294434,0.1,Adam,Adam_0.1.h5
17,1.33388090133667,0.6798315048217773,1.048652172088623,0.6927965879440308,0.1,Adam,Adam_0.1.h5
18,1.2652313709259033,0.6882569789886475,0.6317740678787231,0.805084764957428,0.1,Adam,Adam_0.1.h5
19,1.1850781440734863,0.6729857921600342,0.571365475654602,0.7902542352676392,0.1,Adam,Adam_0.1.h5
20,1.0367351770401,0.7103738784790039,1.0807551145553589,0.7288135886192322,0.1,Adam,Adam_0.1.h5
21,1.392014980316162,0.6766719222068787,0.9954798221588135,0.7372881174087524,0.1,Adam,Adam_0.1.h5
22,1.2797833681106567,0.7019484043121338,0.760361909866333,0.8411017060279846,0.1,Adam,Adam_0.1.h5
23,2.1629018783569336,0.6587677597999573,0.952128529548645,0.7817796468734741,0.1,Adam,Adam_0.1.h5
24,1.7444522380828857,0.6714060306549072,1.0116827487945557,0.7669491767883301,0.1,Adam,Adam_0.1.h5
25,1.43972647190094,0.6761453151702881,1.0610527992248535,0.7457627058029175,0.1,Adam,Adam_0.1.h5
26,1.482619047164917,0.6998420357704163,1.2165569067001343,0.7309321761131287,0.1,Adam,Adam_0.1.h5
