,loss,accuracy,val_loss,val_accuracy,learning_rate,optimizer,model_name
0,1.1974290609359741,0.6066350936889648,0.8551353216171265,0.819915235042572,0.01,SGD,SGD_0.01.h5
1,0.668547511100769,0.7930489778518677,0.5065612196922302,0.875,0.01,SGD,SGD_0.01.h5
2,0.55831378698349,0.814112663269043,0.41588571667671204,0.8580508232116699,0.01,SGD,SGD_0.01.h5
3,0.45881086587905884,0.855186939239502,0.3287167549133301,0.8855932354927063,0.01,SGD,SGD_0.01.h5
4,0.4623999297618866,0.8446550965309143,0.3162906765937805,0.8983050584793091,0.01,SGD,SGD_0.01.h5
5,0.44406557083129883,0.8462348580360413,0.312930703163147,0.8983050584793091,0.01,SGD,SGD_0.01.h5
6,0.38129809498786926,0.8699315190315247,0.31336984038352966,0.8940678238868713,0.01,SGD,SGD_0.01.h5
7,0.37435075640678406,0.8815165758132935,0.33057546615600586,0.8898305296897888,0.01,SGD,SGD_0.01.h5
8,0.35790786147117615,0.8688783645629883,0.3296889364719391,0.8855932354927063,0.01,SGD,SGD_0.01.h5
9,0.3461495041847229,0.877830445766449,0.3141250014305115,0.8898305296897888,0.01,SGD,SGD_0.01.h5
10,0.3236912786960602,0.8962612152099609,0.3122676908969879,0.8855932354927063,0.01,SGD,SGD_0.01.h5
11,0.3049526512622833,0.9067930579185486,0.3275772035121918,0.8877118825912476,0.01,SGD,SGD_0.01.h5
12,0.3193395435810089,0.9010004997253418,0.28581735491752625,0.8961864113807678,0.01,SGD,SGD_0.01.h5
13,0.28989923000335693,0.9099525809288025,0.3309002220630646,0.8961864113807678,0.01,SGD,SGD_0.01.h5
14,0.2993953227996826,0.9041600823402405,0.29815977811813354,0.9025423526763916,0.01,SGD,SGD_0.01.h5
15,0.27823013067245483,0.9067930579185486,0.29987117648124695,0.8940678238868713,0.01,SGD,SGD_0.01.h5
16,0.25607532262802124,0.9157451391220093,0.3089759349822998,0.8855932354927063,0.01,SGD,SGD_0.01.h5
17,0.2649219334125519,0.9215376377105713,0.28173959255218506,0.9110169410705566,0.01,SGD,SGD_0.01.h5
18,0.2688775062561035,0.9031069278717041,0.28640905022621155,0.9067796468734741,0.01,SGD,SGD_0.01.h5
19,0.2541058659553528,0.9115324020385742,0.2708074748516083,0.9088982939720154,0.01,SGD,SGD_0.01.h5
20,0.24344131350517273,0.9215376377105713,0.27492883801460266,0.9067796468734741,0.01,SGD,SGD_0.01.h5
21,0.24446646869182587,0.9283833503723145,0.255384624004364,0.9110169410705566,0.01,SGD,SGD_0.01.h5
22,0.23744772374629974,0.9273301959037781,0.23793846368789673,0.9216101765632629,0.01,SGD,SGD_0.01.h5
23,0.2249835729598999,0.9273301959037781,0.2978682518005371,0.8983050584793091,0.01,SGD,SGD_0.01.h5
24,0.22765272855758667,0.930489718914032,0.29069605469703674,0.9110169410705566,0.01,SGD,SGD_0.01.h5
25,0.2300417572259903,0.9336493015289307,0.26546710729599,0.9067796468734741,0.01,SGD,SGD_0.01.h5
26,0.2211339920759201,0.9341759085655212,0.28287413716316223,0.9131355881690979,0.01,SGD,SGD_0.01.h5
27,0.23693346977233887,0.9241706132888794,0.3000093102455139,0.8961864113807678,0.01,SGD,SGD_0.01.h5
28,0.22569647431373596,0.928909957408905,0.2909281551837921,0.8877118825912476,0.01,SGD,SGD_0.01.h5
29,0.21462945640087128,0.930489718914032,0.26282230019569397,0.9110169410705566,0.01,SGD,SGD_0.01.h5
30,0.21187734603881836,0.9373354315757751,0.27374860644340515,0.9004237055778503,0.01,SGD,SGD_0.01.h5
31,0.21027880907058716,0.9389151930809021,0.2763291001319885,0.9025423526763916,0.01,SGD,SGD_0.01.h5
32,0.21742193400859833,0.9294365644454956,0.2640790641307831,0.9046609997749329,0.01,SGD,SGD_0.01.h5
33,0.20298030972480774,0.9436545372009277,0.26894235610961914,0.9025423526763916,0.01,SGD,SGD_0.01.h5
34,0.19372934103012085,0.9410215616226196,0.2770170569419861,0.8961864113807678,0.01,SGD,SGD_0.01.h5
35,0.19494028389453888,0.9415481686592102,0.3061412274837494,0.8898305296897888,0.01,SGD,SGD_0.01.h5
36,0.1943238526582718,0.9452343583106995,0.2852005064487457,0.8961864113807678,0.01,SGD,SGD_0.01.h5
37,0.17614781856536865,0.9468141198158264,0.28587645292282104,0.9004237055778503,0.01,SGD,SGD_0.01.h5
38,0.18705783784389496,0.9383886456489563,0.24031247198581696,0.9173728823661804,0.01,SGD,SGD_0.01.h5
39,0.17920944094657898,0.9436545372009277,0.26976922154426575,0.9088982939720154,0.01,SGD,SGD_0.01.h5
40,0.17823193967342377,0.9462875127792358,0.26759251952171326,0.9110169410705566,0.01,SGD,SGD_0.01.h5
41,0.18478606641292572,0.9431279897689819,0.30719488859176636,0.9004237055778503,0.01,SGD,SGD_0.01.h5
42,0.18120966851711273,0.9373354315757751,0.2728428542613983,0.9004237055778503,0.01,SGD,SGD_0.01.h5
