,loss,accuracy,val_loss,val_accuracy,learning_rate,optimizer,model_name
0,0.5406706929206848,0.8062137961387634,0.5126306414604187,0.8283898234367371,0.1,SGD,SGD_0.1.h5
1,0.6347221732139587,0.7735650539398193,0.4261407256126404,0.8538135886192322,0.1,SGD,SGD_0.1.h5
2,0.6286372542381287,0.7667193412780762,0.6700958013534546,0.7288135886192322,0.1,SGD,SGD_0.1.h5
3,0.6375996470451355,0.7661927342414856,0.45867258310317993,0.8432203531265259,0.1,SGD,SGD_0.1.h5
4,0.5539870262145996,0.806740403175354,0.4891565144062042,0.819915235042572,0.1,SGD,SGD_0.1.h5
5,0.6743552684783936,0.7509215474128723,0.799866795539856,0.7288135886192322,0.1,SGD,SGD_0.1.h5
6,0.6996828317642212,0.755660891532898,0.39133718609809875,0.8580508232116699,0.1,SGD,SGD_0.1.h5
7,0.814831018447876,0.7172195911407471,0.46322405338287354,0.8432203531265259,0.1,SGD,SGD_0.1.h5
8,0.7271628379821777,0.7361769080162048,0.4598340392112732,0.883474588394165,0.1,SGD,SGD_0.1.h5
9,0.6699138879776001,0.7635597586631775,0.4783834218978882,0.8220338821411133,0.1,SGD,SGD_0.1.h5
10,0.6864573955535889,0.7482885718345642,0.4004902243614197,0.8559321761131287,0.1,SGD,SGD_0.1.h5
11,0.6814157962799072,0.765666127204895,0.4124062657356262,0.8707627058029175,0.1,SGD,SGD_0.1.h5
12,0.6282062530517578,0.7904160022735596,0.3984896242618561,0.8728813529014587,0.1,SGD,SGD_0.1.h5
13,0.6084809899330139,0.7888362407684326,0.3891148567199707,0.8622881174087524,0.1,SGD,SGD_0.1.h5
14,0.5858892798423767,0.794102132320404,0.33548134565353394,0.883474588394165,0.1,SGD,SGD_0.1.h5
15,0.568312406539917,0.8004212975502014,0.3979834318161011,0.8686440587043762,0.1,SGD,SGD_0.1.h5
16,0.587572455406189,0.7946287393569946,0.29901182651519775,0.9046609997749329,0.1,SGD,SGD_0.1.h5
17,0.5244796872138977,0.8093733787536621,0.40232694149017334,0.8813559412956238,0.1,SGD,SGD_0.1.h5
18,0.6033222675323486,0.7893628478050232,0.3920452296733856,0.8601694703102112,0.1,SGD,SGD_0.1.h5
19,0.5738499164581299,0.8014744520187378,0.41867148876190186,0.8644067645072937,0.1,SGD,SGD_0.1.h5
20,0.6373226046562195,0.7830436825752258,0.72990483045578,0.7627118825912476,0.1,SGD,SGD_0.1.h5
21,0.6322478652000427,0.7814639210700989,0.34637612104415894,0.8898305296897888,0.1,SGD,SGD_0.1.h5
22,0.5962135791778564,0.7909426093101501,0.38967829942703247,0.8792372941970825,0.1,SGD,SGD_0.1.h5
23,0.5935866236686707,0.8030542135238647,0.3252871036529541,0.8877118825912476,0.1,SGD,SGD_0.1.h5
24,0.6090705394744873,0.7830436825752258,0.3915671110153198,0.8707627058029175,0.1,SGD,SGD_0.1.h5
25,0.6519940495491028,0.7746182084083557,0.3884657323360443,0.8792372941970825,0.1,SGD,SGD_0.1.h5
26,0.6367971897125244,0.7777777910232544,0.35070565342903137,0.875,0.1,SGD,SGD_0.1.h5
27,0.6406497359275818,0.7746182084083557,0.39295876026153564,0.866525411605835,0.1,SGD,SGD_0.1.h5
28,0.7350690364837646,0.743022620677948,0.33058595657348633,0.8877118825912476,0.1,SGD,SGD_0.1.h5
29,0.7038359642028809,0.7540810704231262,0.4927009344100952,0.819915235042572,0.1,SGD,SGD_0.1.h5
30,0.6775068044662476,0.7525013089179993,0.8531760573387146,0.758474588394165,0.1,SGD,SGD_0.1.h5
31,0.7703943848609924,0.7103738784790039,0.4284136891365051,0.8686440587043762,0.1,SGD,SGD_0.1.h5
32,0.7206640243530273,0.7451289892196655,0.4666984975337982,0.8580508232116699,0.1,SGD,SGD_0.1.h5
33,0.6983242630958557,0.7424960732460022,0.48455777764320374,0.8368644118309021,0.1,SGD,SGD_0.1.h5
34,0.6996567845344543,0.7388098835945129,0.38879191875457764,0.8707627058029175,0.1,SGD,SGD_0.1.h5
35,0.6433219909667969,0.7640863656997681,0.42013615369796753,0.8728813529014587,0.1,SGD,SGD_0.1.h5
36,0.6445003747940063,0.7651395201683044,0.3913424015045166,0.875,0.1,SGD,SGD_0.1.h5
